Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
12,Ga1.67In0.3O3Cr0.03,Ga1.67In0.3O3,Cr3+,0.03,,,298,790,,,92.2,,,450,437,,,67000,713,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,ACS Applied Materials &amp; Interfaces,2021
13,Ga1.67In0.3O3Cr0.03,Ga1.67In0.3O3,Cr3+,0.03,,,298,795,,,92.2,,,450,,,,67000,,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,ACS Applied Materials &amp; Interfaces,2021
14,Sc0.99BO3Cr0.01,Sc0.99BO3,Cr3+,0.01,,,298,800,,,,,,450,460,645,,105000,800,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,RSC Advances,2018
15,Sc0.98BO3Cr0.02,Sc0.98BO3,Cr3+,0.02,,,298,800,,,65,,423,450,460,645,,94000,800,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,RSC Advances,2018
16,Sc0.97BO3Cr0.03,Sc0.97BO3,Cr3+,0.03,,,298,800,,,,,,450,460,645,,83000,800,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,RSC Advances,2018
17,Sc0.95BO3Cr0.05,Sc0.95BO3,Cr3+,0.05,,,298,800,,,,,,450,460,645,,67000,800,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,RSC Advances,2018
18,Sc0.92BO3Cr0.08,Sc0.92BO3,Cr3+,0.08,,,298,800,,,,,,450,460,645,,41000,800,https://doi.org/10.1039/C8RA01084F,mp-8697, icsd-65010 icsd-195099,RSC Advances,2018
19,Ga1.57In0.4O3Cr0.03,Ga1.57In0.4O3,Cr3+,0.03,,,298,805,,,87.9,,453,450,437,,,64200,713,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,ACS Applied Materials &amp; Interfaces,2021
20,Ga1.57In0.4O3Cr0.03,Ga1.57In0.4O3,Cr3+,0.03,,,298,815,,,87.9,,448,450,,,,64200,,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,ACS Applied Materials &amp; Interfaces,2021
21,Ga1.47In0.5O3Cr0.03,Ga1.47In0.5O3,Cr3+,0.03,,,298,820,,,71.9,,,450,,,,57800,,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,ACS Applied Materials &amp; Interfaces,2021
22,Ga1.47In0.5O3Cr0.03,Ga1.47In0.5O3,Cr3+,0.03,,,298,820,,,71.9,,,450,437,,,57800,713,https://doi.org/10.1021/acsami.1c05949,"mp-886,mp-1243,mp-1244900,mp-1245167,mp-1244938,mp-1245018,mp-1244932,mp-685090,mp-13134", icsd-603563 icsd-184327 icsd-166198 icsd-34243 icsd-83645 icsd-33644 icsd-635016 icsd-166199 icsd-27431 icsd-162252,ACS Applied Materials &amp; Interfaces,2021
23,La2Mg0.99Zr0.99O6Cr0.02,La2Mg0.99Zr0.99O6,Cr3+,0.02,,,298,825,,,58,,400,460,460,,,,825,https://doi.org/10.1021/acs.chemmater.9b01587,mp-1223208,,Chemistry of Materials,2019
24,NaIn0.99P2O7Cr0.01,NaIn0.99P2O7,Cr3+,0.01,,,298,870,,,,,,460,,,,48520,870,https://doi.org/10.1016/j.jlumin.2022.118909,,,Journal of Luminescence,2022
25,NaIn0.98P2O7Cr0.02,NaIn0.98P2O7,Cr3+,0.02,,,298,870,,,,,,460,,,,46360,870,https://doi.org/10.1016/j.jlumin.2022.118909,,,Journal of Luminescence,2022
26,NaIn0.96P2O7Cr0.04,NaIn0.96P2O7,Cr3+,0.04,,,298,870,,,,,362,460,710,480,,41640,870,https://doi.org/10.1016/j.jlumin.2022.118909,,,Journal of Luminescence,2022
27,NaIn0.94P2O7Cr0.06,NaIn0.94P2O7,Cr3+,0.06,,,298,870,,,,,,460,,,,38540,870,https://doi.org/10.1016/j.jlumin.2022.118909,,,Journal of Luminescence,2022
28,NaIn0.92P2O7Cr0.08,NaIn0.92P2O7,Cr3+,0.08,,,298,870,,,,,,460,,,,36190,870,https://doi.org/10.1016/j.jlumin.2022.118909,,,Journal of Luminescence,2022
29,NaIn0.9P2O7Cr0.1,NaIn0.9P2O7,Cr3+,0.1,,,298,870,,,,,,460,,,,34420,870,https://doi.org/10.1016/j.jlumin.2022.118909,,,Journal of Luminescence,2022
30,LiScP2O7Cr0.01,LiScP2O7,Cr3+,0.01,,,298,880,,,53,,361,450,450,,,83100,880,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
31,LiScP2O7Cr0.03,LiScP2O7,Cr3+,0.03,,,298,880,,,46,,361,450,450,,,74600,880,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
32,LiScP2O7Cr0.05,LiScP2O7,Cr3+,0.05,,,298,880,,,40.5,,361,450,450,,,64000,880,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
33,LiScP2O7Cr0.06,LiScP2O7,Cr3+,0.06,,,298,880,,,38,20,361,450,450,650,,59000,880,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
34,LiScP2O7Cr0.07,LiScP2O7,Cr3+,0.07,,,298,880,,,33.5,,355,450,450,,,55900,880,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
35,LiScP2O7Cr0.09,LiScP2O7,Cr3+,0.09,,,298,880,,,29.5,,361,450,450,,,46800,880,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
36,LiScP2O7Cr0.06Yb0.003,LiScP2O7,Cr3+,0.06,Yb3+,0.003,298,1001,,,45,24,373,450,450,,,2405700,1001,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
37,LiScP2O7Cr0.06Yb0.003,LiScP2O7,Cr3+,0.06,Yb3+,0.003,348,1001,,,,,,450,,,,2262100,1001,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
38,LiScP2O7Cr0.06Yb0.003,LiScP2O7,Cr3+,0.06,Yb3+,0.003,398,1001,,,,,,450,,,,1748300,1001,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
39,LiScP2O7Cr0.06Yb0.005,LiScP2O7,Cr3+,0.06,Yb3+,0.005,298,1001,,,51,27,383,450,450,,,2449100,1001,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
40,LiScP2O7Cr0.06Yb0.01,LiScP2O7,Cr3+,0.06,Yb3+,0.01,298,1001,,,62,33,398,450,450,,,2461600,1001,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
41,LiScP2O7Cr0.06Yb0.03,LiScP2O7,Cr3+,0.06,Yb3+,0.03,298,1001,,,74,39,418,450,450,,,2482000,1001,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
42,LiScP2O7Cr0.06Yb0.05,LiScP2O7,Cr3+,0.06,Yb3+,0.05,298,1001,,,73,38,418,450,450,,,2494400,1001,https://doi.org/10.1021/acs.chemmater.9b04934,mp-10517, icsd-91496,Chemistry of Materials,2020
43,LiScGeO4Cr0.005,LiScGeO4,Cr3+,0.005,,,298,1120,,,,,,476,476,742,316,11100,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
44,LiScGeO4Cr0.01,LiScGeO4,Cr3+,0.01,,,298,1120,,,26,,348,476,476,742,316,10310,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
45,LiScGeO4Cr0.01,LiScGeO4,Cr3+,0.01,,,333,1120,,,,,,476,476,742,316,7540,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
46,LiScGeO4Cr0.01,LiScGeO4,Cr3+,0.01,,,363,1120,,,,,,476,476,742,316,5070,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
47,LiScGeO4Cr0.01,LiScGeO4,Cr3+,0.01,,,393,1120,,,,,,476,476,742,316,3530,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
48,LiScGeO4Cr0.01,LiScGeO4,Cr3+,0.01,,,423,1120,,,,,,476,476,742,316,2300,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
49,LiScGeO4Cr0.01,LiScGeO4,Cr3+,0.01,,,453,1120,,,,,,476,476,742,316,1520,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
50,LiScGeO4Cr0.01,LiScGeO4,Cr3+,0.01,,,483,1120,,,,,,476,476,742,316,980,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
51,LiScGeO4Cr0.02,LiScGeO4,Cr3+,0.02,,,298,1120,,,,,,476,476,742,316,9160,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
52,LiScGeO4Cr0.03,LiScGeO4,Cr3+,0.03,,,298,1120,,,,,,476,476,742,316,8200,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
53,LiScGeO4Cr0.05,LiScGeO4,Cr3+,0.05,,,298,1120,,,,,,476,476,742,316,8030,1120,https://doi.org/10.1021/acsami.1c10490,mp-504948, icsd-62481,ACS Applied Materials &amp; Interfaces,2021
